ticker,date,title,summary,source,url,article_count,combined_text,cleaned_text,open,high,low,close,adj_close,volume,future_close,future_return,label
AMZN,2024-01-05,Amazon AWS rebound offsets retail caution,Cloud checks improved while consumer spending concerns stayed visible.,demo,,1,Amazon AWS rebound offsets retail caution Cloud checks improved while consumer spending concerns stayed visible.,amazon aws rebound offsets retail caution cloud checks improved while consumer spending concerns stayed visible,152.23,154.84,150.4,153,153,1445000,155.0,0.013071895424836602,1
AMZN,2024-01-08,Amazon consumer demand concerns rise,Retail spending worries and valuation concerns pressured sentiment.,demo,,1,Amazon consumer demand concerns rise Retail spending worries and valuation concerns pressured sentiment.,amazon consumer demand concerns rise retail spending worries valuation concerns pressured sentiment,155.77,157.64,153.14,155,155,1460000,154.0,-0.0064516129032258064,-1
AMZN,2024-01-09,Amazon margins and AWS demand improve,Retail efficiency and cloud pipeline checks supported a better outlook.,demo,,1,Amazon margins and AWS demand improve Retail efficiency and cloud pipeline checks supported a better outlook.,amazon margins aws demand improve retail efficiency cloud pipeline checks supported better outlook,153.23,155.85,151.39,154,154,1475000,156.0,0.012987012987012988,1
AMZN,2024-01-10,Amazon consumer demand concerns rise,Retail spending worries and valuation concerns pressured sentiment.,demo,,1,Amazon consumer demand concerns rise Retail spending worries and valuation concerns pressured sentiment.,amazon consumer demand concerns rise retail spending worries valuation concerns pressured sentiment,156.78,158.66,154.13,156,156,1490000,159.0,0.019230769230769232,1
AMZN,2024-01-11,Amazon consumer demand concerns rise,Retail spending worries and valuation concerns pressured sentiment.,demo,,1,Amazon consumer demand concerns rise Retail spending worries and valuation concerns pressured sentiment.,amazon consumer demand concerns rise retail spending worries valuation concerns pressured sentiment,158.21,160.91,156.31,159,159,1505000,158.0,-0.006289308176100629,-1
AMZN,2024-01-12,Amazon margins and AWS demand improve,Retail efficiency and cloud pipeline checks supported a better outlook.,demo,,1,Amazon margins and AWS demand improve Retail efficiency and cloud pipeline checks supported a better outlook.,amazon margins aws demand improve retail efficiency cloud pipeline checks supported better outlook,158.79,160.7,156.1,158,158,1520000,160.0,0.012658227848101266,1
AMZN,2024-01-16,Amazon margins and AWS demand improve,Retail efficiency and cloud pipeline checks supported a better outlook.,demo,,1,Amazon margins and AWS demand improve Retail efficiency and cloud pipeline checks supported a better outlook.,amazon margins aws demand improve retail efficiency cloud pipeline checks supported better outlook,159.2,161.92,157.29,160,160,1535000,162.0,0.0125,1
AMZN,2024-01-17,Amazon AWS rebound offsets retail caution,Cloud checks improved while consumer spending concerns stayed visible.,demo,,1,Amazon AWS rebound offsets retail caution Cloud checks improved while consumer spending concerns stayed visible.,amazon aws rebound offsets retail caution cloud checks improved while consumer spending concerns stayed visible,162.81,164.76,160.06,162,162,1550000,161.0,-0.006172839506172839,-1
AMZN,2024-01-18,Amazon consumer demand concerns rise,Retail spending worries and valuation concerns pressured sentiment.,demo,,1,Amazon consumer demand concerns rise Retail spending worries and valuation concerns pressured sentiment.,amazon consumer demand concerns rise retail spending worries valuation concerns pressured sentiment,160.19,162.93,158.27,161,161,1565000,164.0,0.018633540372670808,1
AMZN,2024-01-19,Amazon margins and AWS demand improve,Retail efficiency and cloud pipeline checks supported a better outlook.,demo,,1,Amazon margins and AWS demand improve Retail efficiency and cloud pipeline checks supported a better outlook.,amazon margins aws demand improve retail efficiency cloud pipeline checks supported better outlook,164.82,166.8,162.03,164,164,1580000,166.0,0.012195121951219513,1
GOOGL,2024-01-02,Alphabet regulatory and ad risks persist,Legal uncertainty and cautious advertiser budgets weighed on expectations.,demo,,1,Alphabet regulatory and ad risks persist Legal uncertainty and cautious advertiser budgets weighed on expectations.,alphabet regulatory ad risks persist legal uncertainty cautious advertiser budgets weighed expectations,140.7,142.39,138.32,140,140,1225000,139.0,-0.007142857142857143,-1
GOOGL,2024-01-03,Alphabet ad recovery gains traction,Agency checks suggested healthier search and YouTube budgets.,demo,,1,Alphabet ad recovery gains traction Agency checks suggested healthier search and YouTube budgets.,alphabet ad recovery gains traction agency checks suggested healthier search youtube budgets,138.31,140.67,136.65,139,139,1240000,141.0,0.014388489208633094,1
GOOGL,2024-01-04,Alphabet regulatory and ad risks persist,Legal uncertainty and cautious advertiser budgets weighed on expectations.,demo,,1,Alphabet regulatory and ad risks persist Legal uncertainty and cautious advertiser budgets weighed on expectations.,alphabet regulatory ad risks persist legal uncertainty cautious advertiser budgets weighed expectations,141.7,143.4,139.31,141,141,1255000,143.0,0.014184397163120567,1
GOOGL,2024-01-05,Alphabet regulatory and ad risks persist,Legal uncertainty and cautious advertiser budgets weighed on expectations.,demo,,1,Alphabet regulatory and ad risks persist Legal uncertainty and cautious advertiser budgets weighed on expectations.,alphabet regulatory ad risks persist legal uncertainty cautious advertiser budgets weighed expectations,142.28,144.72,140.57,143,143,1270000,142.0,-0.006993006993006993,-1
GOOGL,2024-01-08,Alphabet ad recovery offsets legal pressure,Search trends improved but regulatory concerns kept the outlook mixed.,demo,,1,Alphabet ad recovery offsets legal pressure Search trends improved but regulatory concerns kept the outlook mixed.,alphabet ad recovery offsets legal pressure search trends improved but regulatory concerns kept outlook mixed,142.71,144.42,140.3,142,142,1285000,144.0,0.014084507042253521,1
GOOGL,2024-01-09,Alphabet ad recovery gains traction,Agency checks suggested healthier search and YouTube budgets.,demo,,1,Alphabet ad recovery gains traction Agency checks suggested healthier search and YouTube budgets.,alphabet ad recovery gains traction agency checks suggested healthier search youtube budgets,143.28,145.73,141.56,144,144,1300000,146.0,0.013888888888888888,1
GOOGL,2024-01-10,Alphabet regulatory and ad risks persist,Legal uncertainty and cautious advertiser budgets weighed on expectations.,demo,,1,Alphabet regulatory and ad risks persist Legal uncertainty and cautious advertiser budgets weighed on expectations.,alphabet regulatory ad risks persist legal uncertainty cautious advertiser budgets weighed expectations,146.73,148.49,144.25,146,146,1315000,145.0,-0.00684931506849315,-1
GOOGL,2024-01-11,Alphabet regulatory and ad risks persist,Legal uncertainty and cautious advertiser budgets weighed on expectations.,demo,,1,Alphabet regulatory and ad risks persist Legal uncertainty and cautious advertiser budgets weighed on expectations.,alphabet regulatory ad risks persist legal uncertainty cautious advertiser budgets weighed expectations,144.28,146.74,142.55,145,145,1330000,147.0,0.013793103448275862,1
GOOGL,2024-01-12,Alphabet ad recovery gains traction,Agency checks suggested healthier search and YouTube budgets.,demo,,1,Alphabet ad recovery gains traction Agency checks suggested healthier search and YouTube budgets.,alphabet ad recovery gains traction agency checks suggested healthier search youtube budgets,147.73,149.5,145.24,147,147,1345000,150.0,0.02040816326530612,1
GOOGL,2024-01-16,Alphabet regulatory and ad risks persist,Legal uncertainty and cautious advertiser budgets weighed on expectations.,demo,,1,Alphabet regulatory and ad risks persist Legal uncertainty and cautious advertiser budgets weighed on expectations.,alphabet regulatory ad risks persist legal uncertainty cautious advertiser budgets weighed expectations,149.25,151.8,147.46,150,150,1360000,149.0,-0.006666666666666667,-1
GOOGL,2024-01-17,Alphabet ad recovery gains traction,Agency checks suggested healthier search and YouTube budgets.,demo,,1,Alphabet ad recovery gains traction Agency checks suggested healthier search and YouTube budgets.,alphabet ad recovery gains traction agency checks suggested healthier search youtube budgets,149.74,151.54,147.21,149,149,1375000,151.0,0.013422818791946308,1
GOOGL,2024-01-18,Alphabet ad recovery offsets legal pressure,Search trends improved but regulatory concerns kept the outlook mixed.,demo,,1,Alphabet ad recovery offsets legal pressure Search trends improved but regulatory concerns kept the outlook mixed.,alphabet ad recovery offsets legal pressure search trends improved but regulatory concerns kept outlook mixed,150.25,152.81,148.45,151,151,1390000,153.0,0.013245033112582781,1
GOOGL,2024-01-19,Alphabet ad recovery gains traction,Agency checks suggested healthier search and YouTube budgets.,demo,,1,Alphabet ad recovery gains traction Agency checks suggested healthier search and YouTube budgets.,alphabet ad recovery gains traction agency checks suggested healthier search youtube budgets,153.76,155.61,151.16,153,153,1405000,152.0,-0.006535947712418301,-1
META,2024-01-02,Meta spending concerns return,Investors questioned AI infrastructure costs and margin risk.,demo,,1,Meta spending concerns return Investors questioned AI infrastructure costs and margin risk.,meta spending concerns return investors questioned ai infrastructure costs margin risk,90.45,91.54,88.92,90,90,1575000,92.0,0.022222222222222223,1
META,2024-01-03,Meta spending concerns return,Investors questioned AI infrastructure costs and margin risk.,demo,,1,Meta spending concerns return Investors questioned AI infrastructure costs and margin risk.,meta spending concerns return investors questioned ai infrastructure costs margin risk,91.54,93.1,90.44,92,92,1590000,91.0,-0.010869565217391304,-1
META,2024-01-04,Meta engagement improves as spending worries linger,Ad tools performed well but AI infrastructure cost concerns remained.,demo,,1,Meta engagement improves as spending worries linger Ad tools performed well but AI infrastructure cost concerns remained.,meta engagement improves spending worries linger ad tools performed well but ai infrastructure cost concerns remained,91.45,92.55,89.91,91,91,1605000,93.0,0.02197802197802198,1
META,2024-01-05,Meta engagement and ad tools strengthen,Advertiser conversion trends and cost discipline improved sentiment.,demo,,1,Meta engagement and ad tools strengthen Advertiser conversion trends and cost discipline improved sentiment.,meta engagement ad tools strengthen advertiser conversion trends cost discipline improved sentiment,92.53,94.12,91.42,93,93,1620000,95.0,0.021505376344086023,1
META,2024-01-08,Meta spending concerns return,Investors questioned AI infrastructure costs and margin risk.,demo,,1,Meta spending concerns return Investors questioned AI infrastructure costs and margin risk.,meta spending concerns return investors questioned ai infrastructure costs margin risk,95.47,96.62,93.86,95,95,1635000,94.0,-0.010526315789473684,-1
META,2024-01-09,Meta spending concerns return,Investors questioned AI infrastructure costs and margin risk.,demo,,1,Meta spending concerns return Investors questioned AI infrastructure costs and margin risk.,meta spending concerns return investors questioned ai infrastructure costs margin risk,93.53,95.13,92.41,94,94,1650000,97.0,0.031914893617021274,1
META,2024-01-10,Meta engagement and ad tools strengthen,Advertiser conversion trends and cost discipline improved sentiment.,demo,,1,Meta engagement and ad tools strengthen Advertiser conversion trends and cost discipline improved sentiment.,meta engagement ad tools strengthen advertiser conversion trends cost discipline improved sentiment,97.48,98.65,95.84,97,97,1665000,98.0,0.010309278350515464,1
META,2024-01-11,Meta spending concerns return,Investors questioned AI infrastructure costs and margin risk.,demo,,1,Meta spending concerns return Investors questioned AI infrastructure costs and margin risk.,meta spending concerns return investors questioned ai infrastructure costs margin risk,97.51,99.18,96.34,98,98,1680000,96.0,-0.02040816326530612,-1
META,2024-01-12,Meta engagement and ad tools strengthen,Advertiser conversion trends and cost discipline improved sentiment.,demo,,1,Meta engagement and ad tools strengthen Advertiser conversion trends and cost discipline improved sentiment.,meta engagement ad tools strengthen advertiser conversion trends cost discipline improved sentiment,96.48,97.64,94.85,96,96,1695000,99.0,0.03125,1
META,2024-01-16,Meta engagement improves as spending worries linger,Ad tools performed well but AI infrastructure cost concerns remained.,demo,,1,Meta engagement improves as spending worries linger Ad tools performed well but AI infrastructure cost concerns remained.,meta engagement improves spending worries linger ad tools performed well but ai infrastructure cost concerns remained,98.5,100.19,97.32,99,99,1710000,101.0,0.020202020202020204,1
META,2024-01-17,Meta engagement and ad tools strengthen,Advertiser conversion trends and cost discipline improved sentiment.,demo,,1,Meta engagement and ad tools strengthen Advertiser conversion trends and cost discipline improved sentiment.,meta engagement ad tools strengthen advertiser conversion trends cost discipline improved sentiment,101.5,102.72,99.79,101,101,1725000,100.0,-0.009900990099009901,-1
META,2024-01-18,Meta engagement and ad tools strengthen,Advertiser conversion trends and cost discipline improved sentiment.,demo,,1,Meta engagement and ad tools strengthen Advertiser conversion trends and cost discipline improved sentiment.,meta engagement ad tools strengthen advertiser conversion trends cost discipline improved sentiment,99.5,101.2,98.31,100,100,1740000,103.0,0.03,1
META,2024-01-19,Meta engagement and ad tools strengthen,Advertiser conversion trends and cost discipline improved sentiment.,demo,,1,Meta engagement and ad tools strengthen Advertiser conversion trends and cost discipline improved sentiment.,meta engagement ad tools strengthen advertiser conversion trends cost discipline improved sentiment,103.51,104.75,101.76,103,103,1755000,104.0,0.009708737864077669,1
MSFT,2024-01-02,Microsoft cloud and AI demand strengthens,Enterprise cloud checks pointed to durable spending and improving software momentum.,demo,,1,Microsoft cloud and AI demand strengthens Enterprise cloud checks pointed to durable spending and improving software momentum.,microsoft cloud ai demand strengthens enterprise cloud checks pointed durable spending improving software momentum,201.0,203.41,197.6,200,200,875000,201.0,0.005,1
MSFT,2024-01-03,Microsoft cloud and AI demand strengthens,Enterprise cloud checks pointed to durable spending and improving software momentum.,demo,,1,Microsoft cloud and AI demand strengthens Enterprise cloud checks pointed to durable spending and improving software momentum.,microsoft cloud ai demand strengthens enterprise cloud checks pointed durable spending improving software momentum,200.0,203.41,197.6,201,201,890000,203.0,0.009950248756218905,1
MSFT,2024-01-04,Microsoft guidance caution pressures shares,Some customers continued optimizing cloud spend and slowing expansion.,demo,,1,Microsoft guidance caution pressures shares Some customers continued optimizing cloud spend and slowing expansion.,microsoft guidance caution pressures shares some customers continued optimizing cloud spend slowing expansion,204.01,206.46,200.56,203,203,905000,202.0,-0.0049261083743842365,-1
MSFT,2024-01-05,Microsoft cloud and AI demand strengthens,Enterprise cloud checks pointed to durable spending and improving software momentum.,demo,,1,Microsoft cloud and AI demand strengthens Enterprise cloud checks pointed to durable spending and improving software momentum.,microsoft cloud ai demand strengthens enterprise cloud checks pointed durable spending improving software momentum,200.99,204.42,198.58,202,202,920000,205.0,0.01485148514851485,1
MSFT,2024-01-08,Microsoft guidance caution pressures shares,Some customers continued optimizing cloud spend and slowing expansion.,demo,,1,Microsoft guidance caution pressures shares Some customers continued optimizing cloud spend and slowing expansion.,microsoft guidance caution pressures shares some customers continued optimizing cloud spend slowing expansion,206.02,208.49,202.54,205,205,935000,207.0,0.00975609756097561,1
MSFT,2024-01-09,Microsoft guidance caution pressures shares,Some customers continued optimizing cloud spend and slowing expansion.,demo,,1,Microsoft guidance caution pressures shares Some customers continued optimizing cloud spend and slowing expansion.,microsoft guidance caution pressures shares some customers continued optimizing cloud spend slowing expansion,205.97,209.48,203.5,207,207,950000,206.0,-0.004830917874396135,-1
MSFT,2024-01-10,Microsoft AI optimism balanced by cloud optimization,AI demand improved while some customers remained careful with cloud budgets.,demo,,1,Microsoft AI optimism balanced by cloud optimization AI demand improved while some customers remained careful with cloud budgets.,microsoft ai optimism balanced cloud optimization ai demand improved while some customers remained careful cloud budgets,207.03,209.51,203.53,206,206,965000,208.0,0.009708737864077669,1
MSFT,2024-01-11,Microsoft cloud and AI demand strengthens,Enterprise cloud checks pointed to durable spending and improving software momentum.,demo,,1,Microsoft cloud and AI demand strengthens Enterprise cloud checks pointed to durable spending and improving software momentum.,microsoft cloud ai demand strengthens enterprise cloud checks pointed durable spending improving software momentum,206.96,210.5,204.48,208,208,980000,211.0,0.014423076923076924,1
MSFT,2024-01-12,Microsoft guidance caution pressures shares,Some customers continued optimizing cloud spend and slowing expansion.,demo,,1,Microsoft guidance caution pressures shares Some customers continued optimizing cloud spend and slowing expansion.,microsoft guidance caution pressures shares some customers continued optimizing cloud spend slowing expansion,212.05,214.59,208.47,211,211,995000,210.0,-0.004739336492890996,-1
MSFT,2024-01-16,Microsoft guidance caution pressures shares,Some customers continued optimizing cloud spend and slowing expansion.,demo,,1,Microsoft guidance caution pressures shares Some customers continued optimizing cloud spend and slowing expansion.,microsoft guidance caution pressures shares some customers continued optimizing cloud spend slowing expansion,208.95,212.52,206.44,210,210,1010000,212.0,0.009523809523809525,1
MSFT,2024-01-17,Microsoft cloud and AI demand strengthens,Enterprise cloud checks pointed to durable spending and improving software momentum.,demo,,1,Microsoft cloud and AI demand strengthens Enterprise cloud checks pointed to durable spending and improving software momentum.,microsoft cloud ai demand strengthens enterprise cloud checks pointed durable spending improving software momentum,213.06,215.62,209.46,212,212,1025000,214.0,0.009433962264150943,1
MSFT,2024-01-18,Microsoft guidance caution pressures shares,Some customers continued optimizing cloud spend and slowing expansion.,demo,,1,Microsoft guidance caution pressures shares Some customers continued optimizing cloud spend and slowing expansion.,microsoft guidance caution pressures shares some customers continued optimizing cloud spend slowing expansion,212.93,216.57,210.37,214,214,1040000,213.0,-0.004672897196261682,-1
MSFT,2024-01-19,Microsoft cloud and AI demand strengthens,Enterprise cloud checks pointed to durable spending and improving software momentum.,demo,,1,Microsoft cloud and AI demand strengthens Enterprise cloud checks pointed to durable spending and improving software momentum.,microsoft cloud ai demand strengthens enterprise cloud checks pointed durable spending improving software momentum,214.06,216.63,210.44,213,213,1055000,216.0,0.014084507042253521,1
NVDA,2024-01-02,Nvidia data center demand expands,AI accelerator demand remained strong across cloud and enterprise customers.,demo,,1,Nvidia data center demand expands AI accelerator demand remained strong across cloud and enterprise customers.,nvidia data center demand expands ai accelerator demand remained strong across cloud enterprise customers,301.5,305.12,296.4,300,300,1050000,310.0,0.03333333333333333,1
NVDA,2024-01-03,Nvidia data center demand expands,AI accelerator demand remained strong across cloud and enterprise customers.,demo,,1,Nvidia data center demand expands AI accelerator demand remained strong across cloud and enterprise customers.,nvidia data center demand expands ai accelerator demand remained strong across cloud enterprise customers,308.45,313.72,304.75,310,310,1065000,318.0,0.025806451612903226,1
NVDA,2024-01-04,Nvidia export limits pressure sentiment,Investors weighed regulatory limits and supply-chain uncertainty.,demo,,1,Nvidia export limits pressure sentiment Investors weighed regulatory limits and supply-chain uncertainty.,nvidia export limits pressure sentiment investors weighed regulatory limits supplychain uncertainty,319.59,323.43,314.18,318,318,1080000,315.0,-0.009433962264150943,-1
NVDA,2024-01-05,Nvidia export limits pressure sentiment,Investors weighed regulatory limits and supply-chain uncertainty.,demo,,1,Nvidia export limits pressure sentiment Investors weighed regulatory limits and supply-chain uncertainty.,nvidia export limits pressure sentiment investors weighed regulatory limits supplychain uncertainty,313.43,318.78,309.67,315,315,1095000,325.0,0.031746031746031744,1
NVDA,2024-01-08,Nvidia data center demand expands,AI accelerator demand remained strong across cloud and enterprise customers.,demo,,1,Nvidia data center demand expands AI accelerator demand remained strong across cloud and enterprise customers.,nvidia data center demand expands ai accelerator demand remained strong across cloud enterprise customers,326.62,330.54,321.1,325,325,1110000,332.0,0.021538461538461538,1
NVDA,2024-01-09,Nvidia demand strong but export risk lingers,Data center demand stayed healthy while investors watched regulatory pressure.,demo,,1,Nvidia demand strong but export risk lingers Data center demand stayed healthy while investors watched regulatory pressure.,nvidia demand strong but export risk lingers data center demand stayed healthy while investors watched regulatory pressure,330.34,335.98,326.38,332,332,1125000,328.0,-0.012048192771084338,-1
NVDA,2024-01-10,Nvidia data center demand expands,AI accelerator demand remained strong across cloud and enterprise customers.,demo,,1,Nvidia data center demand expands AI accelerator demand remained strong across cloud and enterprise customers.,nvidia data center demand expands ai accelerator demand remained strong across cloud enterprise customers,329.64,333.6,324.06,328,328,1140000,340.0,0.036585365853658534,1
NVDA,2024-01-11,Nvidia data center demand expands,AI accelerator demand remained strong across cloud and enterprise customers.,demo,,1,Nvidia data center demand expands AI accelerator demand remained strong across cloud and enterprise customers.,nvidia data center demand expands ai accelerator demand remained strong across cloud enterprise customers,338.3,344.08,334.24,340,340,1155000,350.0,0.029411764705882353,1
NVDA,2024-01-12,Nvidia data center demand expands,AI accelerator demand remained strong across cloud and enterprise customers.,demo,,1,Nvidia data center demand expands AI accelerator demand remained strong across cloud and enterprise customers.,nvidia data center demand expands ai accelerator demand remained strong across cloud enterprise customers,351.75,355.97,345.8,350,350,1170000,345.0,-0.014285714285714285,-1
NVDA,2024-01-16,Nvidia data center demand expands,AI accelerator demand remained strong across cloud and enterprise customers.,demo,,1,Nvidia data center demand expands AI accelerator demand remained strong across cloud and enterprise customers.,nvidia data center demand expands ai accelerator demand remained strong across cloud enterprise customers,343.27,349.14,339.15,345,345,1185000,355.0,0.028985507246376812,1
NVDA,2024-01-17,Nvidia data center demand expands,AI accelerator demand remained strong across cloud and enterprise customers.,demo,,1,Nvidia data center demand expands AI accelerator demand remained strong across cloud and enterprise customers.,nvidia data center demand expands ai accelerator demand remained strong across cloud enterprise customers,356.77,361.05,350.74,355,355,1200000,365.0,0.028169014084507043,1
NVDA,2024-01-18,Nvidia export limits pressure sentiment,Investors weighed regulatory limits and supply-chain uncertainty.,demo,,1,Nvidia export limits pressure sentiment Investors weighed regulatory limits and supply-chain uncertainty.,nvidia export limits pressure sentiment investors weighed regulatory limits supplychain uncertainty,363.18,369.38,358.82,365,365,1215000,360.0,-0.0136986301369863,-1
NVDA,2024-01-19,Nvidia demand strong but export risk lingers,Data center demand stayed healthy while investors watched regulatory pressure.,demo,,1,Nvidia demand strong but export risk lingers Data center demand stayed healthy while investors watched regulatory pressure.,nvidia demand strong but export risk lingers data center demand stayed healthy while investors watched regulatory pressure,361.8,366.14,355.68,360,360,1230000,372.0,0.03333333333333333,1
TSLA,2024-01-02,Tesla margin pressure persists,"Discounting, recalls, and competition weighed on investor confidence.",demo,,1,"Tesla margin pressure persists Discounting, recalls, and competition weighed on investor confidence.",tesla margin pressure persists discounting recalls competition weighed investor confidence,221.1,223.75,217.36,220,220,1750000,214.0,-0.02727272727272727,-1
TSLA,2024-01-03,Tesla demand improves while margins remain pressured,Order rates recovered but investors continued watching price cuts.,demo,,1,Tesla demand improves while margins remain pressured Order rates recovered but investors continued watching price cuts.,tesla demand improves while margins remain pressured order rates recovered but investors continued watching price cuts,212.93,216.57,210.37,214,214,1765000,218.0,0.018691588785046728,1
TSLA,2024-01-04,Tesla margin pressure persists,"Discounting, recalls, and competition weighed on investor confidence.",demo,,1,"Tesla margin pressure persists Discounting, recalls, and competition weighed on investor confidence.",tesla margin pressure persists discounting recalls competition weighed investor confidence,219.09,221.72,215.38,218,218,1780000,212.0,-0.027522935779816515,-1
TSLA,2024-01-05,Tesla order rates recover,Pricing actions and energy storage growth helped demand sentiment.,demo,,1,Tesla order rates recover Pricing actions and energy storage growth helped demand sentiment.,tesla order rates recover pricing actions energy storage growth helped demand sentiment,210.94,214.54,208.41,212,212,1795000,216.0,0.018867924528301886,1
TSLA,2024-01-08,Tesla order rates recover,Pricing actions and energy storage growth helped demand sentiment.,demo,,1,Tesla order rates recover Pricing actions and energy storage growth helped demand sentiment.,tesla order rates recover pricing actions energy storage growth helped demand sentiment,217.08,219.68,213.41,216,216,1810000,210.0,-0.027777777777777776,-1
